Product Name,Product Version,Mapped Product Name,Lifecycle Color,Match Type,Match Details
OpenPages on Cloud,9.0.0,OpenPages on Cloud,blue,no_match,"No match found for product 'OpenPages on Cloud' (mapped from 'OpenPages on Cloud'), version '9.0.0'"
webMethods Integration,12.1,webMethods Integration,green,substring,"Substring match: found 'webmethods integration' in 'ibm webmethods integration', version='12.1'"
Security Verify Directory,10.0.0,IBM Security Verify Directory,green,exact,"Exact match: product='ibm security verify directory', version='10.0.x'"
Storage Protect Plus,Version 10.1.16 Build: 607 Dec 17,Storage Protect Plus,green,wildcard,Wildcard match: version 'version 10.1.16 build: 607 dec 17' matches pattern '10.1.x' in 'ibm storage protect plus'
DataPower,10.0.4,DataPower,red,substring,"Substring match: found 'datapower' in 'ibm datapower gateway', version='10.0.x'"
ThinkSystem DE Series Storage,nan,ThinkSystem DE Series Storage,blue,no_match,Empty or null version
Rational Software Architect Designer for WebSphere Software,10.0,Rational Software Architect Designer for WebSphere Software,green,exact,"Exact match: product='rational software architect designer for websphere software', version='10.0.x'"
Security Verify Privilege,SaaS,Security Verify Privilege,green,substring,"Substring match: found 'security verify privilege' in 'ibm security verify privilege', version='saas'"
Power System 770 Server,nan,Power System 770 Server,blue,no_match,Empty or null version
USB Mouse,nan,USB Mouse,blue,no_match,Empty or null version
QRadar SIEM SaaS,7.5.0.13,QRadar SIEM SaaS,blue,no_match,"No match found for product 'QRadar SIEM SaaS' (mapped from 'QRadar SIEM SaaS'), version '7.5.0.13'"
Storage Fusion HCI Physical Appliance,2.8.2,Storage Fusion HCI Physical Appliance,blue,no_match,"No match found for product 'Storage Fusion HCI Physical Appliance' (mapped from 'Storage Fusion HCI Physical Appliance'), version '2.8.2'"
Sterling Control Center,6.3.0.0,Sterling Control Center,green,substring,"Substring match: found 'sterling control center' in 'ibm sterling control center monitor', version='6.3.x'"
Tape Autoloaders and Libraries Collection,nan,Tape Autoloaders and Libraries Collection,blue,no_match,Empty or null version
z Development and Test Environment,13.x.x,z Development and Test Environment,red,substring,"Substring match: found 'z development and test environment' in 'ibm z development and test environment', version='13.x.x'"
QRadar SIEM,7.4.2,IBM Security QRadar SIEM,red,exact,"Exact match: product='ibm security qradar siem', version='7.4.x'"
MQ,9.0 LTS,IBM MQ,blue,no_match,"No match found for product 'IBM MQ' (mapped from 'MQ'), version '9.0 lts'"
Cloud Pak for Business Automation,22.0.1,Cloud Pak for Business Automation,red,substring,"Substring match: found 'cloud pak for business automation' in 'ibm cloud pak for business automation', version='22.0.x'"
DataStax Enterprise,5.1.11,DataStax Enterprise,green,major.minor,Major.minor match: '5.1.11' matches '5.1' in 'ibm datastax enterprise'
Storage Ceph,7.0.0,Storage Ceph,blue,no_match,"No match found for product 'Storage Ceph' (mapped from 'Storage Ceph'), version '7.0.0'"
Storage Protect Snapshot,nan,Storage Protect Snapshot,blue,no_match,Empty or null version
AerPOS Series Smart Terminals,nan,AerPOS Series Smart Terminals,blue,no_match,Empty or null version
Application Service Engine Server,nan,Application Service Engine Server,blue,no_match,Empty or null version
Netcool/Impact,7.1,Netcool/Impact,red,exact,"Exact match: product='netcool/impact', version='7.1.x'"
OpenPages,9.0.0.2,OpenPages,green,substring,"Substring match: found 'openpages' in 'ibm openpages', version='9.0.x'"
Workload Scheduler,9.5 - on prem,Workload Scheduler,blue,no_match,"No match found for product 'Workload Scheduler' (mapped from 'Workload Scheduler'), version '9.5 - on prem'"
FlashSystem 9100,8.5,FlashSystem 9100,blue,no_match,"No match found for product 'FlashSystem 9100' (mapped from 'FlashSystem 9100'), version '8.5'"
Vault Self-Managed,1.14.3,Vault Self-Managed,blue,no_match,"No match found for product 'Vault Self-Managed' (mapped from 'Vault Self-Managed'), version '1.14.3'"
Financial Transaction Manager,3.2.4.10,Financial Transaction Manager,blue,no_match,"No match found for product 'Financial Transaction Manager' (mapped from 'Financial Transaction Manager'), version '3.2.4.10'"
Informix Dynamic Server,IDS 14.10.xC12,IBM Informix Advanced Enterprise Edition,blue,no_match,"No match found for product 'IBM Informix Advanced Enterprise Edition' (mapped from 'Informix Dynamic Server'), version 'ids 14.10.xc12'"
Daeja ViewONE,5.0.15.004,Daeja ViewONE,green,substring,"Substring match: found 'daeja viewone' in 'ibm daeja viewone virtual', version='5.0.x'"
Passbook Printers,nan,Passbook Printers,blue,no_match,Empty or null version
PowerVC for Private Cloud,2.2,PowerVC for Private Cloud,orange,substring,"Substring match: found 'powervc for private cloud' in 'ibm powervc for private cloud', version='2.2.x'"
Semeru Runtimes for z/OS,Semeru Java 21 64-bit,Semeru Runtimes for z/OS,blue,no_match,"No match found for product 'Semeru Runtimes for z/OS' (mapped from 'Semeru Runtimes for z/OS'), version 'semeru java 21 64-bit'"
Netcool/Impact,7.1.0.35,Netcool/Impact,red,exact,"Exact match: product='netcool/impact', version='7.1.x'"
Cloud Object Storage,3.18.0.21,Cloud Object Storage,green,substring,"Substring match: found 'cloud object storage' in 'ibm cloud object storage system', version='3.18.x'"
DataStax Mission Control,1.17.0,DataStax Mission Control,blue,no_match,"No match found for product 'DataStax Mission Control' (mapped from 'DataStax Mission Control'), version '1.17.0'"
Netcool Operations Insights,1.6.3,Netcool Operations Insights,blue,no_match,"No match found for product 'Netcool Operations Insights' (mapped from 'Netcool Operations Insights'), version '1.6.3'"
App Connect Enterprise,13.0.1,App Connect Enterprise,green,substring,"Substring match: found 'app connect enterprise' in 'ibm app connect enterprise', version='13.0.x'"
Enterprise,nan,Enterprise,blue,no_match,Empty or null version
Informix Dynamic Server,IDS 14.10.xC8,IBM Informix Advanced Enterprise Edition,blue,no_match,"No match found for product 'IBM Informix Advanced Enterprise Edition' (mapped from 'Informix Dynamic Server'), version 'ids 14.10.xc8'"
FlashSystem C200,nan,FlashSystem C200,blue,no_match,Empty or null version
OpenPages on Cloud,9.0.0.4,OpenPages on Cloud,blue,no_match,"No match found for product 'OpenPages on Cloud' (mapped from 'OpenPages on Cloud'), version '9.0.0.4'"
API Connect,10.6.0,API Connect,blue,no_match,"No match found for product 'API Connect' (mapped from 'API Connect'), version '10.6.0'"
Storwize V5100,nan,Storwize V5100,blue,no_match,Empty or null version
Rhapsody,10.0.3,Rhapsody,green,substring,"Substring match: found 'rhapsody' in 'ibm engineering rhapsody', version='10.0.x'"
Netcool/OMNIbus,8.1.0.34,Netcool/OMNIbus,red,exact,"Exact match: product='netcool/omnibus', version='8.1.x'"
Test Accelerator for Z,2.0.X,Test Accelerator for Z,green,wildcard,Wildcard match: major version '2' matches '2.x.x' in 'ibm test accelerator for z'
Operational Decision Manager,9.5.0,Operational Decision Manager,green,substring,"Substring match: found 'operational decision manager' in 'ibm operational decision manager', version='9.5.x'"
Application Delivery Foundation Common Component,1.10.0,Application Delivery Foundation Common Component,blue,no_match,"No match found for product 'Application Delivery Foundation Common Component' (mapped from 'Application Delivery Foundation Common Component'), version '1.10.0'"
Product Master,12..0,Product Master,blue,no_match,"No match found for product 'Product Master' (mapped from 'Product Master'), version '12..0'"
QRadar SIEM,7.5.0.5,IBM Security QRadar SIEM,green,exact,"Exact match: product='ibm security qradar siem', version='7.5.x'"
Storage Fusion,2.9.0,Storage Fusion,blue,no_match,"No match found for product 'Storage Fusion' (mapped from 'Storage Fusion'), version '2.9.0'"
Storwize V7000,8.2,Storwize V7000,blue,no_match,"No match found for product 'Storwize V7000' (mapped from 'Storwize V7000'), version '8.2'"
Planning Analytics Local,2.1.15,Planning Analytics Local,green,substring,"Substring match: found 'planning analytics local' in 'ibm planning analytics local', version='2.1.x'"
Verify Identity Access,V.9.0.7,Verify Identity Access,blue,no_match,"No match found for product 'Verify Identity Access' (mapped from 'Verify Identity Access'), version 'v.9.0.7'"
MQ for z/OS,9.2 LTS,MQ for z/OS,blue,no_match,"No match found for product 'MQ for z/OS' (mapped from 'MQ for z/OS'), version '9.2 lts'"
Tivoli Network Manager,4.2.0.17 (Build 188),Tivoli Network Manager,red,substring,"Substring match: found 'tivoli network manager' in 'tivoli network manager ip edition', version='4.2.x'"
Sterling Connect Direct,C:D Windows 6.1,IBM Sterling Connect:Direct for UNIX,blue,no_match,"No match found for product 'IBM Sterling Connect:Direct for UNIX' (mapped from 'Sterling Connect Direct'), version 'c:d windows 6.1'"
QRadar SOAR,50.0,QRadar SOAR,blue,no_match,"No match found for product 'QRadar SOAR' (mapped from 'QRadar SOAR'), version '50.0'"
SevOne Network Performance Management,7.2.4,SevOne Network Performance Management,green,major.minor,Major.minor match: '7.2.4' matches '7.2' in 'ibm sevone network performance management'
Security Verify Directory Integrator,V.10.0.0,Security Verify Directory Integrator,blue,no_match,"No match found for product 'Security Verify Directory Integrator' (mapped from 'Security Verify Directory Integrator'), version 'v.10.0.0'"
SevOne Network Performance Management,7.2.9,SevOne Network Performance Management,green,major.minor,Major.minor match: '7.2.9' matches '7.2' in 'ibm sevone network performance management'
Security Verify Directory,8.0.1,IBM Security Verify Directory,blue,no_match,"No match found for product 'IBM Security Verify Directory' (mapped from 'Security Verify Directory'), version '8.0.1'"
Informix Dynamic Server,IDS 12.10.xC16W1,IBM Informix Advanced Enterprise Edition,blue,no_match,"No match found for product 'IBM Informix Advanced Enterprise Edition' (mapped from 'Informix Dynamic Server'), version 'ids 12.10.xc16w1'"
Spectrum Control,5.4.11,Spectrum Control,green,substring,"Substring match: found 'spectrum control' in 'ibm spectrum control', version='5.4.x'"
Storage Protect Plus,10.1.18,Storage Protect Plus,green,substring,"Substring match: found 'storage protect plus' in 'ibm storage protect plus', version='10.1.x'"
SPSS Statistics,31.0.2.0,IBM SPSS Statistics,green,exact,"Exact match: product='ibm spss statistics', version='31.0.x'"
Primergy Server,nan,Primergy Server,blue,no_match,Empty or null version
Storage Ceph,8.1.0,Storage Ceph,blue,no_match,"No match found for product 'Storage Ceph' (mapped from 'Storage Ceph'), version '8.1.0'"
App Connect Enterprise Cloud Service,nan,App Connect Enterprise Cloud Service,blue,no_match,Empty or null version
Transparent Data Migration Facility for z/OS,V5.11,Transparent Data Migration Facility for z/OS,blue,no_match,"No match found for product 'Transparent Data Migration Facility for z/OS' (mapped from 'Transparent Data Migration Facility for z/OS'), version 'v5.11'"
Db2 pureScale,12.1,Db2 pureScale,blue,no_match,"No match found for product 'Db2 pureScale' (mapped from 'Db2 pureScale'), version '12.1'"
Cloud Pak for Network Automation,2.7,Cloud Pak for Network Automation,green,substring,"Substring match: found 'cloud pak for network automation' in 'ibm cloud pak for network automation', version='2.7.x'"
QRadar SOAR,50.1,QRadar SOAR,blue,no_match,"No match found for product 'QRadar SOAR' (mapped from 'QRadar SOAR'), version '50.1'"
watsonx.data,2.1,watsonx.data,green,substring,"Substring match: found 'watsonx.data' in 'ibm watsonx.data', version='2.1.x'"
EntireX,12.1,EntireX,green,substring,"Substring match: found 'entirex' in 'ibm entirex', version='12.1'"
VIPRION,nan,VIPRION,blue,no_match,Empty or null version
Encryption Facility for z/OS,nan,Encryption Facility for z/OS,blue,no_match,Empty or null version
Sterling Gentran Server,Gentran Server for iSeries - 3.6.0,Sterling Gentran Server,blue,no_match,"No match found for product 'Sterling Gentran Server' (mapped from 'Sterling Gentran Server'), version 'gentran server for iseries - 3.6.0'"
CL/SuperSession,2.1.0,CL/SuperSession,green,substring,"Substring match: found 'cl/supersession' in 'ibm cl/supersession for z/os', version='2.1.0'"
Verify Identity Access,V.10.0.8,Verify Identity Access,blue,no_match,"No match found for product 'Verify Identity Access' (mapped from 'Verify Identity Access'), version 'v.10.0.8'"
API Connect,10.0.10,API Connect,green,substring,"Substring match: found 'api connect' in 'ibm api connect', version='10.0.x'"
webMethods Business Process Management,11.1,webMethods Business Process Management,blue,no_match,"No match found for product 'webMethods Business Process Management' (mapped from 'webMethods Business Process Management'), version '11.1'"
Guardium Data Security Center,3.6.0,Guardium Data Security Center,green,substring,"Substring match: found 'guardium data security center' in 'ibm guardium data security center', version='3.6.x'"
Storage Protect,8.1.12.0,Storage Protect,green,substring,"Substring match: found 'storage protect' in 'ibm storage protect', version='8.1.x'"
Engineering Lifecycle Optimization Publishing,7.0.3,Engineering Lifecycle Optimization Publishing,blue,no_match,"No match found for product 'Engineering Lifecycle Optimization Publishing' (mapped from 'Engineering Lifecycle Optimization Publishing'), version '7.0.3'"
App Connect Professional on Cloud,nan,App Connect Professional on Cloud,blue,no_match,Empty or null version
Netcool/OMNIbus,3.1.3.2,Netcool/OMNIbus,blue,no_match,"No match found for product 'Netcool/OMNIbus' (mapped from 'Netcool/OMNIbus'), version '3.1.3.2'"
Aspera,4.4.1,Aspera,green,substring,"Substring match: found 'aspera' in 'aspera', version='4.4.x'"
QRadar SOAR,51.0.1.1,QRadar SOAR,green,substring,"Substring match: found 'qradar soar' in 'ibm security qradar soar', version='51.0.x'"
Storage Protect,8.1.13.0,Storage Protect,green,substring,"Substring match: found 'storage protect' in 'ibm storage protect', version='8.1.x'"
